Registro;Nombre;Referencia de Tramite;Equivalencia Terapéutica o Biosimilar;Titular;Estado del Registro;Resolución Inscríbase;Fecha Inscríbase;Ultima Renovación;Fecha Próxima renovación;Régimen;Vía Administración;Condición de Venta;Expende tipo establecimiento;Indicación;Fecha Próxima Renovación;Procesado
F-15018/10;;;;;;;;;;;;;;;;False
F-15144/10;;;;;;;;;;;;;;;;False
F-7028/05;;;;;;;;;;;;;;;;False
F-7027/05;;;;;;;;;;;;;;;;False
F-7026/05;;;;;;;;;;;;;;;;False
F-7029/05;;;;;;;;;;;;;;;;False
F-5663/10;;;;;;;;;;;;;;;;False
F-2738/04;;;;;;;;;;;;;;;;False
B-221/03;;;;;;;;;;;;;;;;False
F-15285/05;;;;;;;;;;;;;;;;False
F-15286/10;;;;;;;;;;;;;;;;False
F-15312/10;;;;;;;;;;;;;;;;False
F-15313/05;;;;;;;;;;;;;;;;False
B-1744/08;;;;;;;;;;;;;;;;False
F-6218/10;;;;;;;;;;;;;;;;False
F-6219/10;;;;;;;;;;;;;;;;False
F-6221/10;;;;;;;;;;;;;;;;False
F-883/08;;;;;;;;;;;;;;;;False
F-882/08;;;;;;;;;;;;;;;;False
F-6222/10;;;;;;;;;;;;;;;;False
F-6223/10;;;;;;;;;;;;;;;;False
F-6224/15;;;;;;;;;;;;;;;;False
F-11019/06;;;;;;;;;;;;;;;;False
F-13521/14;;;;;;;;;;;;;;;;False
F-13600/04;;;;;;;;;;;;;;;;False
F-13539/04;;;;;;;;;;;;;;;;False
F-17638/14;;;;;;;;;;;;;;;;False
F-17630/14;;;;;;;;;;;;;;;;False
F-15292/10;;;;;;;;;;;;;;;;False
F-14842/10;;;;;;;;;;;;;;;;False
F-16111/07;;;;;;;;;;;;;;;;False
F-12006/07;;;;;;;;;;;;;;;;False
F-13542/14;;;;;;;;;;;;;;;;False
F-12003/07;;;;;;;;;;;;;;;;False
F-15814/11;;;;;;;;;;;;;;;;False
F-17639/14;;;;;;;;;;;;;;;;False
F-15873/11;;;;;;;;;;;;;;;;False
F-15477/06;;;;;;;;;;;;;;;;False
F-12007/07;;;;;;;;;;;;;;;;False
F-4281/00;;;;;;;;;;;;;;;;False
F-4280/00;;;;;;;;;;;;;;;;False
F-12005/07;;;;;;;;;;;;;;;;False
F-15845/11;;;;;;;;;;;;;;;;False
F-13543/09;;;;;;;;;;;;;;;;False
F-17631/14;;;;;;;;;;;;;;;;False
F-2046/04;;;;;;;;;;;;;;;;False
F-589/13;;;;;;;;;;;;;;;;False
F-576/13;;;;;;;;;;;;;;;;False
F-587/13;;;;;;;;;;;;;;;;False
F-575/13;;;;;;;;;;;;;;;;False
F-15710/06;;;;;;;;;;;;;;;;False
F-18942/11;;;;;;;;;;;;;;;;False
F-8864/11;;;;;;;;;;;;;;;;False
F-8865/11;;;;;;;;;;;;;;;;False
F-8863/11;;;;;;;;;;;;;;;;False
F-4048/05;;;;;;;;;;;;;;;;False
F-4047/05;;;;;;;;;;;;;;;;False
F-4049/05;;;;;;;;;;;;;;;;False
F-15542/06;;;;;;;;;;;;;;;;False
F-2624/09;;;;;;;;;;;;;;;;False
F-15291/05;;;;;;;;;;;;;;;;False
F-2047/04;;;;;;;;;;;;;;;;False
F-2550/09;;;;;;;;;;;;;;;;False
F-15711/06;;;;;;;;;;;;;;;;False
F-15815/11;;;;;;;;;;;;;;;;False
F-16110/07;;;;;;;;;;;;;;;;False
F-15874/11;;;;;;;;;;;;;;;;False
F-15846/11;;;;;;;;;;;;;;;;False
F-15476/06;;;;;;;;;;;;;;;;False
F-210/02;;;;;;;;;;;;;;;;False
F-211/02;;;;;;;;;;;;;;;;False
F-2438/04;;;;;;;;;;;;;;;;False
F-4096/05;;;;;;;;;;;;;;;;False
F-10647/06;;;;;;;;;;;;;;;;False
F-17002/18;;;;;;;;;;;;;;;;False
F-16836/08;;;;;;;;;;;;;;;;False
F-17078/18;;;;;;;;;;;;;;;;False
F-2456/04;;;;;;;;;;;;;;;;False
F-4097/05;;;;;;;;;;;;;;;;False
F-16180/12;;;;;;;;;;;;;;;;False
F-20240/13;;;;;;;;;;;;;;;;False
F-20241/13;;;;;;;;;;;;;;;;False
F-20242/13;;;;;;;;;;;;;;;;False
F-20239/13;;;;;;;;;;;;;;;;False
F-19156/16;;;;;;;;;;;;;;;;False
F-4248/05;;;;;;;;;;;;;;;;False
F-21161/19;;;;;;;;;;;;;;;;False
F-13375/13;;;;;;;;;;;;;;;;False
F-13374/13;;;;;;;;;;;;;;;;False
F-2298/99;;;;;;;;;;;;;;;;False
F-2299/99;;;;;;;;;;;;;;;;False
F-14943/10;;;;;;;;;;;;;;;;False
F-20508/18;;;;;;;;;;;;;;;;False
F-10295/01;;;;;;;;;;;;;;;;False
F-8869/11;;;;;;;;;;;;;;;;False
F-6676/10;;;;;;;;;;;;;;;;False
F-6864/10;;;;;;;;;;;;;;;;False
F-12288/07;;;;;;;;;;;;;;;;False
F-2268/99;;;;;;;;;;;;;;;;False
F-7976/11;;;;;;;;;;;;;;;;False
F-10297/01;;;;;;;;;;;;;;;;False
F-10296/01;;;;;;;;;;;;;;;;False
F-3880/10;;;;;;;;;;;;;;;;False
F-6866/00;;;;;;;;;;;;;;;;False
F-8868/11;;;;;;;;;;;;;;;;False
F-21802/15;;;;;;;;;;;;;;;;False
F-10294/01;;;;;;;;;;;;;;;;False
F-6677/00;;;;;;;;;;;;;;;;False
F-18365/15;;;;;;;;;;;;;;;;False
F-9815/01;;;;;;;;;;;;;;;;False
F-7868/06;;;;;;;;;;;;;;;;False
F-8583/06;;;;;;;;;;;;;;;;False
B-381/99;;;;;;;;;;;;;;;;False
B-382/99;;;;;;;;;;;;;;;;False
B-386/99;;;;;;;;;;;;;;;;False
B-384/99;;;;;;;;;;;;;;;;False
B-383/99;;;;;;;;;;;;;;;;False
B-205/13;;;;;;;;;;;;;;;;False
F-8672/16;;;;;;;;;;;;;;;;False
F-9343/11;;;;;;;;;;;;;;;;False
F-6043/05;;;;;;;;;;;;;;;;False
F-1274/03;;;;;;;;;;;;;;;;False
F-10537/11;;;;;;;;;;;;;;;;False
F-21333/19;;;;;;;;;;;;;;;;False
F-21334/19;;;;;;;;;;;;;;;;False
F-18771/11;;;;;;;;;;;;;;;;False
F-18772/11;;;;;;;;;;;;;;;;False
F-18773/11;;;;;;;;;;;;;;;;False
F-21335/19;;;;;;;;;;;;;;;;False
F-22548/16;;;;;;;;;;;;;;;;False
F-22549/16;;;;;;;;;;;;;;;;False
F-22547/16;;;;;;;;;;;;;;;;False
F-20691/18;;;;;;;;;;;;;;;;False
F-20692/18;;;;;;;;;;;;;;;;False
F-10538/06;;;;;;;;;;;;;;;;False
F-10539/06;;;;;;;;;;;;;;;;False
F-10540/06;;;;;;;;;;;;;;;;False
F-22136/15;;;;;;;;;;;;;;;;False
F-22149/15;;;;;;;;;;;;;;;;False
F-7162/15;;;;;;;;;;;;;;;;False
F-22148/15;;;;;;;;;;;;;;;;False
F-6425/00;;;;;;;;;;;;;;;;False
F-3884/00;;;;;;;;;;;;;;;;False
F-5726/10;;;;;;;;;;;;;;;;False
F-7055/00;;;;;;;;;;;;;;;;False
F-3271/15;;;;;;;;;;;;;;;;False
F-13242/03;;;;;;;;;;;;;;;;False
F-13495/04;;;;;;;;;;;;;;;;False
F-13047/03;;;;;;;;;;;;;;;;False
F-3272/15;;;;;;;;;;;;;;;;False
F-3885/15;;;;;;;;;;;;;;;;False
F-7056/00;;;;;;;;;;;;;;;;False
F-5727/10;;;;;;;;;;;;;;;;False
F-6426/10;;;;;;;;;;;;;;;;False
F-6980/10;;;;;;;;;;;;;;;;False
F-17937/10;;;;;;;;;;;;;;;;False
F-13884/09;;;;;;;;;;;;;;;;False
F-213/02;;;;;;;;;;;;;;;;False
F-9042/16;;;;;;;;;;;;;;;;False
F-17574/09;;;;;;;;;;;;;;;;False
F-7280/10;;;;;;;;;;;;;;;;False
F-2028/14;;;;;;;;;;;;;;;;False
F-7278/15;;;;;;;;;;;;;;;;False
F-17157/13;;;;;;;;;;;;;;;;False
F-12752/08;;;;;;;;;;;;;;;;False
F-12662/07;;;;;;;;;;;;;;;;False
F-16367/17;;;;;;;;;;;;;;;;False
F-15930/12;;;;;;;;;;;;;;;;False
F-17156/18;;;;;;;;;;;;;;;;False
F-17547/09;;;;;;;;;;;;;;;;False
F-17878/09;;;;;;;;;;;;;;;;False
F-18306/10;;;;;;;;;;;;;;;;False
F-11973/07;;;;;;;;;;;;;;;;False
F-12663/07;;;;;;;;;;;;;;;;False
F-299/08;;;;;;;;;;;;;;;;False
F-298/07;;;;;;;;;;;;;;;;False
F-16640/07;;;;;;;;;;;;;;;;False
F-21141/14;;;;;;;;;;;;;;;;False
F-4594/10;;;;;;;;;;;;;;;;False
F-16643/13;;;;;;;;;;;;;;;;False
F-2029/99;;;;;;;;;;;;;;;;False
F-2030/99;;;;;;;;;;;;;;;;False
F-16921/13;;;;;;;;;;;;;;;;False
F-15157/05;;;;;;;;;;;;;;;;False
F-15158/05;;;;;;;;;;;;;;;;False
F-20942/19;;;;;;;;;;;;;;;;False
F-7761/16;;;;;;;;;;;;;;;;False
F-20959/19;;;;;;;;;;;;;;;;False
F-20958/19;;;;;;;;;;;;;;;;False
F-7512/01;;;;;;;;;;;;;;;;False
F-20511/18;;;;;;;;;;;;;;;;False
F-5916/10;;;;;;;;;;;;;;;;False
F-14987/10;;;;;;;;;;;;;;;;False
B-1511/06;;;;;;;;;;;;;;;;False
F-5671/10;;;;;;;;;;;;;;;;False
F-5673/10;;;;;;;;;;;;;;;;False
F-1622/18;;;;;;;;;;;;;;;;False
F-18356/10;;;;;;;;;;;;;;;;False
F-18538/11;;;;;;;;;;;;;;;;False
F-12083/02;;;;;;;;;;;;;;;;False
F-13114/18;;;;;;;;;;;;;;;;False
B-161/13;;;;;;;;;;;;;;;;False
B-2514/15;;;;;;;;;;;;;;;;False
F-17184/08;;;;;;;;;;;;;;;;False
F-5922/00;;;;;;;;;;;;;;;;False
F-5479/10;;;;;;;;;;;;;;;;False
F-15872/11;;;;;;;;;;;;;;;;False
F-8352/01;;;;;;;;;;;;;;;;False
B-13/97;;;;;;;;;;;;;;;;False
F-5923/00;;;;;;;;;;;;;;;;False
F-23400/17;;;;;;;;;;;;;;;;False
F-21667/15;;;;;;;;;;;;;;;;False
B-162/98;;;;;;;;;;;;;;;;False
F-5478/15;;;;;;;;;;;;;;;;False
F-7834/01;;;;;;;;;;;;;;;;False
B-1212/11;;;;;;;;;;;;;;;;False
F-11145/11;;;;;;;;;;;;;;;;False
F-16629/12;;;;;;;;;;;;;;;;False
F-19062/11;;;;;;;;;;;;;;;;False
F-20229/18;;;;;;;;;;;;;;;;False
F-7844/11;;;;;;;;;;;;;;;;False
F-6519/10;;;;;;;;;;;;;;;;False
B-1211/11;;;;;;;;;;;;;;;;False
B-1213/11;;;;;;;;;;;;;;;;False
F-6520/10;;;;;;;;;;;;;;;;False
F-9370/01;;;;;;;;;;;;;;;;False
F-4442/00;;;;;;;;;;;;;;;;False
F-4443/00;;;;;;;;;;;;;;;;False
F-8798/11;;;;;;;;;;;;;;;;False
F-18262/15;;;;;;;;;;;;;;;;False
F-8797/06;;;;;;;;;;;;;;;;False
F-8800/11;;;;;;;;;;;;;;;;False
F-18005/15;;;;;;;;;;;;;;;;False
F-18390/15;;;;;;;;;;;;;;;;False
F-8799/11;;;;;;;;;;;;;;;;False
F-18131/10;;;;;;;;;;;;;;;;False
F-6522/10;;;;;;;;;;;;;;;;False
F-18237/15;;;;;;;;;;;;;;;;False
B-1214/11;;;;;;;;;;;;;;;;False
B-1510/06;;;;;;;;;;;;;;;;False
B-1998/07;;;;;;;;;;;;;;;;False
B-153/98;;;;;;;;;;;;;;;;False
F-16228/07;;;;;;;;;;;;;;;;False
F-18535/16;;;;;;;;;;;;;;;;False
F-18078/10;;;;;;;;;;;;;;;;False
F-23575/17;;;;;;;;;;;;;;;;False
F-7811/01;;;;;;;;;;;;;;;;False
F-4444/00;;;;;;;;;;;;;;;;False
B-762/10;;;;;;;;;;;;;;;;False
F-6750/05;;;;;;;;;;;;;;;;False
F-18193/10;;;;;;;;;;;;;;;;False
F-18476/11;;;;;;;;;;;;;;;;False
F-18475/11;;;;;;;;;;;;;;;;False
F-17266/08;;;;;;;;;;;;;;;;False
F-16529/07;;;;;;;;;;;;;;;;False
F-16389/12;;;;;;;;;;;;;;;;False
F-15645/11;;;;;;;;;;;;;;;;False
F-17604/14;;;;;;;;;;;;;;;;False
F-17598/14;;;;;;;;;;;;;;;;False
F-16390/12;;;;;;;;;;;;;;;;False
F-13880/14;;;;;;;;;;;;;;;;False
F-13624/19;;;;;;;;;;;;;;;;False
F-13626/04;;;;;;;;;;;;;;;;False
B-1552/06;;;;;;;;;;;;;;;;False
B-1582/06;;;;;;;;;;;;;;;;False
B-1579/06;;;;;;;;;;;;;;;;False
F-18757/11;;;;;;;;;;;;;;;;False
F-19382/12;;;;;;;;;;;;;;;;False
B-1215/11;;;;;;;;;;;;;;;;False
F-15123/15;;;;;;;;;;;;;;;;False
F-7841/01;;;;;;;;;;;;;;;;False
F-7842/01;;;;;;;;;;;;;;;;False
B-1217/11;;;;;;;;;;;;;;;;False
F-12102/02;;;;;;;;;;;;;;;;False
F-12430/02;;;;;;;;;;;;;;;;False
B-154/98;;;;;;;;;;;;;;;;False
F-14793/10;;;;;;;;;;;;;;;;False
F-16227/07;;;;;;;;;;;;;;;;False
F-16272/07;;;;;;;;;;;;;;;;False
F-21291/19;;;;;;;;;;;;;;;;False
B-1216/11;;;;;;;;;;;;;;;;False
F-5493/05;;;;;;;;;;;;;;;;False
B-1550/11;;;;;;;;;;;;;;;;False
B-1089/06;;;;;;;;;;;;;;;;False
F-15148/10;;;;;;;;;;;;;;;;False
F-12101/02;;;;;;;;;;;;;;;;False
F-18324/15;;;;;;;;;;;;;;;;False
F-18467/16;;;;;;;;;;;;;;;;False
F-5494/05;;;;;;;;;;;;;;;;False
F-8056/11;;;;;;;;;;;;;;;;False
F-8027/06;;;;;;;;;;;;;;;;False
F-8018/01;;;;;;;;;;;;;;;;False
B-836/10;;;;;;;;;;;;;;;;False
B-837/10;;;;;;;;;;;;;;;;False
F-11218/16;;;;;;;;;;;;;;;;False
F-14215/09;;;;;;;;;;;;;;;;False
F-8354/01;;;;;;;;;;;;;;;;False
F-8355/11;;;;;;;;;;;;;;;;False
F-11900/12;;;;;;;;;;;;;;;;False
F-3894/10;;;;;;;;;;;;;;;;False
F-3896/10;;;;;;;;;;;;;;;;False
F-3895/10;;;;;;;;;;;;;;;;False
B-1553/11;;;;;;;;;;;;;;;;False
F-18516/11;;;;;;;;;;;;;;;;False
F-9372/01;;;;;;;;;;;;;;;;False
F-9371/01;;;;;;;;;;;;;;;;False
F-9373/01;;;;;;;;;;;;;;;;False
F-9374/01;;;;;;;;;;;;;;;;False
F-14925/15;;;;;;;;;;;;;;;;False
F-16377/07;;;;;;;;;;;;;;;;False
F-18497/16;;;;;;;;;;;;;;;;False
F-17364/09;;;;;;;;;;;;;;;;False
F-16415/12;;;;;;;;;;;;;;;;False
F-12432/02;;;;;;;;;;;;;;;;False
F-8086/11;;;;;;;;;;;;;;;;False
F-23354/17;;;;;;;;;;;;;;;;False
F-22031/15;;;;;;;;;;;;;;;;False
F-12054/12;;;;;;;;;;;;;;;;False
B-1219/11;;;;;;;;;;;;;;;;False
F-14425/04;;;;;;;;;;;;;;;;False
F-12087/02;;;;;;;;;;;;;;;;False
F-6523/10;;;;;;;;;;;;;;;;False
F-7727/11;;;;;;;;;;;;;;;;False
F-16464/12;;;;;;;;;;;;;;;;False
F-12085/02;;;;;;;;;;;;;;;;False
B-146/98;;;;;;;;;;;;;;;;False
F-15015/10;;;;;;;;;;;;;;;;False
F-16386/07;;;;;;;;;;;;;;;;False
F-23578/17;;;;;;;;;;;;;;;;False
F-24569/19;;;;;;;;;;;;;;;;False
F-2718/04;;;;;;;;;;;;;;;;False
F-16746/13;;;;;;;;;;;;;;;;False
F-17535/09;;;;;;;;;;;;;;;;False
F-17642/09;;;;;;;;;;;;;;;;False
F-18210/07;;;;;;;;;;;;;;;;False
F-18257/15;;;;;;;;;;;;;;;;False
F-3839/00;;;;;;;;;;;;;;;;False
F-15076/10;;;;;;;;;;;;;;;;False
F-7774/06;;;;;;;;;;;;;;;;False
F-24370/18;;;;;;;;;;;;;;;;False
F-12431/02;;;;;;;;;;;;;;;;False
F-18323/15;;;;;;;;;;;;;;;;False
B-1131/06;;;;;;;;;;;;;;;;False
B-55/07;;;;;;;;;;;;;;;;False
F-12086/02;;;;;;;;;;;;;;;;False
F-5792/05;;;;;;;;;;;;;;;;False
F-5794/05;;;;;;;;;;;;;;;;False
F-5793/05;;;;;;;;;;;;;;;;False
B-1220/11;;;;;;;;;;;;;;;;False
B-1221/11;;;;;;;;;;;;;;;;False
B-1223/11;;;;;;;;;;;;;;;;False
B-1222/11;;;;;;;;;;;;;;;;False
F-20417/13;;;;;;;;;;;;;;;;False
F-4142/05;;;;;;;;;;;;;;;;False
F-4141/00;;;;;;;;;;;;;;;;False
F-4138/00;;;;;;;;;;;;;;;;False
F-3845/10;;;;;;;;;;;;;;;;False
B-2003/07;;;;;;;;;;;;;;;;False
F-11858/12;;;;;;;;;;;;;;;;False
F-4139/00;;;;;;;;;;;;;;;;False
B-1224/11;;;;;;;;;;;;;;;;False
F-6524/10;;;;;;;;;;;;;;;;False
F-6525/10;;;;;;;;;;;;;;;;False
F-7829/01;;;;;;;;;;;;;;;;False
F-8320/11;;;;;;;;;;;;;;;;False
B-1225/11;;;;;;;;;;;;;;;;False
F-10170/16;;;;;;;;;;;;;;;;False
F-16575/12;;;;;;;;;;;;;;;;False
F-8356/01;;;;;;;;;;;;;;;;False
F-7800/11;;;;;;;;;;;;;;;;False
F-4140/00;;;;;;;;;;;;;;;;False
F-12858/08;;;;;;;;;;;;;;;;False
F-12859/08;;;;;;;;;;;;;;;;False
F-1143/03;;;;;;;;;;;;;;;;False
F-1142/98;;;;;;;;;;;;;;;;False
F-680/08;;;;;;;;;;;;;;;;False
F-771/08;;;;;;;;;;;;;;;;False
F-1145/98;;;;;;;;;;;;;;;;False
F-10215/11;;;;;;;;;;;;;;;;False
F-11219/11;;;;;;;;;;;;;;;;False
F-15430/16;;;;;;;;;;;;;;;;False
F-19908/18;;;;;;;;;;;;;;;;False
F-20017/18;;;;;;;;;;;;;;;;False
F-1139/08;;;;;;;;;;;;;;;;False
F-1140/98;;;;;;;;;;;;;;;;False
F-1146/98;;;;;;;;;;;;;;;;False
F-639/18;;;;;;;;;;;;;;;;False
F-9472/11;;;;;;;;;;;;;;;;False
F-675/08;;;;;;;;;;;;;;;;False
F-5827/10;;;;;;;;;;;;;;;;False
F-5837/15;;;;;;;;;;;;;;;;False
F-5828/10;;;;;;;;;;;;;;;;False
F-7702/11;;;;;;;;;;;;;;;;False
F-11042/11;;;;;;;;;;;;;;;;False
F-2661/04;;;;;;;;;;;;;;;;False
F-3412/10;;;;;;;;;;;;;;;;False
F-6354/05;;;;;;;;;;;;;;;;False
F-6355/05;;;;;;;;;;;;;;;;False
F-8359/01;;;;;;;;;;;;;;;;False
F-9269/06;;;;;;;;;;;;;;;;False
F-18221/15;;;;;;;;;;;;;;;;False
F-2/12;;;;;;;;;;;;;;;;False
F-16046/12;;;;;;;;;;;;;;;;False
F-13821/04;;;;;;;;;;;;;;;;False
F-8721/11;;;;;;;;;;;;;;;;False
F-8065/01;;;;;;;;;;;;;;;;False
F-9876/11;;;;;;;;;;;;;;;;False
F-9951/11;;;;;;;;;;;;;;;;False
F-9952/06;;;;;;;;;;;;;;;;False
F-9950/16;;;;;;;;;;;;;;;;False
F-14995/10;;;;;;;;;;;;;;;;False
F-8083/06;;;;;;;;;;;;;;;;False
F-13822/04;;;;;;;;;;;;;;;;False
F-14779/10;;;;;;;;;;;;;;;;False
F-14555/10;;;;;;;;;;;;;;;;False
F-12308/07;;;;;;;;;;;;;;;;False
F-18849/11;;;;;;;;;;;;;;;;False
F-18280/10;;;;;;;;;;;;;;;;False
F-17539/09;;;;;;;;;;;;;;;;False
F-3/07;;;;;;;;;;;;;;;;False
F-3722/00;;;;;;;;;;;;;;;;False
F-20908/19;;;;;;;;;;;;;;;;False
F-21552/19;;;;;;;;;;;;;;;;False
F-17830/09;;;;;;;;;;;;;;;;False
F-11147/11;;;;;;;;;;;;;;;;False
F-13823/04;;;;;;;;;;;;;;;;False
F-8723/11;;;;;;;;;;;;;;;;False
F-8361/01;;;;;;;;;;;;;;;;False
F-9878/11;;;;;;;;;;;;;;;;False
F-6993/10;;;;;;;;;;;;;;;;False
F-24685/19;;;;;;;;;;;;;;;;False
F-18969/16;;;;;;;;;;;;;;;;False
F-7756/11;;;;;;;;;;;;;;;;False
F-14996/10;;;;;;;;;;;;;;;;False
F-8724/11;;;;;;;;;;;;;;;;False
F-19387/12;;;;;;;;;;;;;;;;False
F-18685/11;;;;;;;;;;;;;;;;False
F-17028/08;;;;;;;;;;;;;;;;False
F-14893/05;;;;;;;;;;;;;;;;False
F-24686/19;;;;;;;;;;;;;;;;False
F-465/08;;;;;;;;;;;;;;;;False
F-16780/13;;;;;;;;;;;;;;;;False
F-18203/10;;;;;;;;;;;;;;;;False
F-14232/04;;;;;;;;;;;;;;;;False
F-13657/14;;;;;;;;;;;;;;;;False
F-14303/04;;;;;;;;;;;;;;;;False
F-10287/01;;;;;;;;;;;;;;;;False
F-6762/00;;;;;;;;;;;;;;;;False
F-5525/10;;;;;;;;;;;;;;;;False
F-5524/10;;;;;;;;;;;;;;;;False
F-9568/06;;;;;;;;;;;;;;;;False
F-4577/00;;;;;;;;;;;;;;;;False
F-4578/00;;;;;;;;;;;;;;;;False
F-10621/01;;;;;;;;;;;;;;;;False
F-6526/10;;;;;;;;;;;;;;;;False
F-11221/11;;;;;;;;;;;;;;;;False
F-6527/10;;;;;;;;;;;;;;;;False
F-7703/11;;;;;;;;;;;;;;;;False
F-16978/08;;;;;;;;;;;;;;;;False
F-17398/19;;;;;;;;;;;;;;;;False
F-4621/00;;;;;;;;;;;;;;;;False
F-9982/01;;;;;;;;;;;;;;;;False
F-6060/00;;;;;;;;;;;;;;;;False
B-1557/11;;;;;;;;;;;;;;;;False
B-1558/11;;;;;;;;;;;;;;;;False
F-14927/10;;;;;;;;;;;;;;;;False
F-14922/10;;;;;;;;;;;;;;;;False
F-8164/11;;;;;;;;;;;;;;;;False
F-8162/11;;;;;;;;;;;;;;;;False
F-7595/11;;;;;;;;;;;;;;;;False
F-7594/11;;;;;;;;;;;;;;;;False
F-8163/06;;;;;;;;;;;;;;;;False
F-1794/04;;;;;;;;;;;;;;;;False
F-11401/11;;;;;;;;;;;;;;;;False
B-1154/16;;;;;;;;;;;;;;;;False
F-19803/13;;;;;;;;;;;;;;;;False
F-19802/13;;;;;;;;;;;;;;;;False
F-18793/16;;;;;;;;;;;;;;;;False
F-18570/11;;;;;;;;;;;;;;;;False
F-22691/16;;;;;;;;;;;;;;;;False
F-12961/08;;;;;;;;;;;;;;;;False
F-23506/17;;;;;;;;;;;;;;;;False
F-8373/16;;;;;;;;;;;;;;;;False
F-16463/07;;;;;;;;;;;;;;;;False
F-8374/16;;;;;;;;;;;;;;;;False
F-18351/15;;;;;;;;;;;;;;;;False
F-18352/15;;;;;;;;;;;;;;;;False
F-15411/11;;;;;;;;;;;;;;;;False
F-13379/03;;;;;;;;;;;;;;;;False
F-13466/04;;;;;;;;;;;;;;;;False
F-1800/04;;;;;;;;;;;;;;;;False
F-21055/14;;;;;;;;;;;;;;;;False
F-21056/14;;;;;;;;;;;;;;;;False
F-5899/10;;;;;;;;;;;;;;;;False
F-13522/04;;;;;;;;;;;;;;;;False
F-1845/04;;;;;;;;;;;;;;;;False
F-21051/14;;;;;;;;;;;;;;;;False
F-21052/14;;;;;;;;;;;;;;;;False
F-13467/04;;;;;;;;;;;;;;;;False
F-13380/03;;;;;;;;;;;;;;;;False
F-5900/10;;;;;;;;;;;;;;;;False
F-1799/04;;;;;;;;;;;;;;;;False
F-20301/18;;;;;;;;;;;;;;;;False
F-20302/18;;;;;;;;;;;;;;;;False
F-13523/04;;;;;;;;;;;;;;;;False
F-1846/04;;;;;;;;;;;;;;;;False
F-13294/08;;;;;;;;;;;;;;;;False
F-13292/08;;;;;;;;;;;;;;;;False
F-13293/08;;;;;;;;;;;;;;;;False
B-1229/11;;;;;;;;;;;;;;;;False
B-1228/11;;;;;;;;;;;;;;;;False
F-7810/01;;;;;;;;;;;;;;;;False
F-7058/00;;;;;;;;;;;;;;;;False
F-5847/15;;;;;;;;;;;;;;;;False
F-7059/00;;;;;;;;;;;;;;;;False
F-5672/00;;;;;;;;;;;;;;;;False
F-5848/15;;;;;;;;;;;;;;;;False
F-7060/00;;;;;;;;;;;;;;;;False
F-5846/15;;;;;;;;;;;;;;;;False
F-12395/07;;;;;;;;;;;;;;;;False
F-2662/04;;;;;;;;;;;;;;;;False
F-3595/00;;;;;;;;;;;;;;;;False
F-1245/13;;;;;;;;;;;;;;;;False
F-6530/10;;;;;;;;;;;;;;;;False
F-1361/08;;;;;;;;;;;;;;;;False
F-601/13;;;;;;;;;;;;;;;;False
F-9882/16;;;;;;;;;;;;;;;;False
F-8900/11;;;;;;;;;;;;;;;;False
F-6756/10;;;;;;;;;;;;;;;;False
F-16041/17;;;;;;;;;;;;;;;;False
F-1372/98;;;;;;;;;;;;;;;;False
F-2312/09;;;;;;;;;;;;;;;;False
F-2765/04;;;;;;;;;;;;;;;;False
F-7320/11;;;;;;;;;;;;;;;;False
F-17965/10;;;;;;;;;;;;;;;;False
F-14364/04;;;;;;;;;;;;;;;;False
F-12625/12;;;;;;;;;;;;;;;;False
F-12626/12;;;;;;;;;;;;;;;;False
F-15766/11;;;;;;;;;;;;;;;;False
F-15764/11;;;;;;;;;;;;;;;;False
F-12623/12;;;;;;;;;;;;;;;;False
F-12624/12;;;;;;;;;;;;;;;;False
F-14363/04;;;;;;;;;;;;;;;;False
F-10293/01;;;;;;;;;;;;;;;;False
F-17964/10;;;;;;;;;;;;;;;;False
F-15765/11;;;;;;;;;;;;;;;;False
F-11231/21;;;;;;;;;;;;;;;;False
F-11236/16;;;;;;;;;;;;;;;;False
F-11232/16;;;;;;;;;;;;;;;;False
F-11234/16;;;;;;;;;;;;;;;;False
F-11235/16;;;;;;;;;;;;;;;;False
F-4542/05;;;;;;;;;;;;;;;;False
F-12389/02;;;;;;;;;;;;;;;;False
F-12388/02;;;;;;;;;;;;;;;;False
F-12413/07;;;;;;;;;;;;;;;;False
F-12412/07;;;;;;;;;;;;;;;;False
F-7361/11;;;;;;;;;;;;;;;;False
F-9606/01;;;;;;;;;;;;;;;;False
F-10424/11;;;;;;;;;;;;;;;;False
F-15956/07;;;;;;;;;;;;;;;;False
F-15955/07;;;;;;;;;;;;;;;;False
F-15957/07;;;;;;;;;;;;;;;;False
F-912/08;;;;;;;;;;;;;;;;False
F-21348/19;;;;;;;;;;;;;;;;False
F-17089/18;;;;;;;;;;;;;;;;False
F-10216/16;;;;;;;;;;;;;;;;False
F-9719/11;;;;;;;;;;;;;;;;False
F-18778/11;;;;;;;;;;;;;;;;False
F-4104/05;;;;;;;;;;;;;;;;False
F-20567/13;;;;;;;;;;;;;;;;False
F-10650/11;;;;;;;;;;;;;;;;False
F-10651/06;;;;;;;;;;;;;;;;False
F-4107/10;;;;;;;;;;;;;;;;False
F-4109/10;;;;;;;;;;;;;;;;False
F-5289/05;;;;;;;;;;;;;;;;False
F-7527/11;;;;;;;;;;;;;;;;False
F-21235/19;;;;;;;;;;;;;;;;False
F-6279/10;;;;;;;;;;;;;;;;False
