Registro,Nombre,Referencia de Tramite,Equivalencia Terapéutica o Biosimilar,Titular,Estado del Registro,Resolución Inscríbase,Fecha Inscríbase,Ultima Renovación,Fecha Próxima renovación,Régimen,Vía Administración,Condición de Venta,Expende tipo establecimiento,Indicación,Fecha Próxima Renovación,Procesado,,,,,
H-1052/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1062/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1063/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1065/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1100/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-1155/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-4605/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-487/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-8914/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-582/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1168/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-577/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-809/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1133/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-6383/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-7431/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-16614/22,,,,,,,,,,,,,,,,FALSE,,,,,
H-1143/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-6412/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-886/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-26807/22,,,,,,,,,,,,,,,,FALSE,,,,,
K-64/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-1243/23,,,,,,,,,,,,,,,,FALSE,,,,,
B-884/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-211/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-25702/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-26645/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-7525/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-7524/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-24951/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-25502/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-10092/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-18108/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-26521/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-22579/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-24011/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-26967/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-27761/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-26596/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-25656/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-23408/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-21213/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-12366/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-196/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-11614/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-22030/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-2114/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-2179/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-25971/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-27756/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-810/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-8671/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-8569/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1233/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-13030/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-23243/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-7580/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-7578/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-7579/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-2645/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-14170/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-14171/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-16160/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-28545/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-27277/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-10419/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-12922/23,,,,,,,,,,,,,,,,FALSE,,,,,
N-580/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-11095/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-10427/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-1920/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-20024/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-20473/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-5485/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-28312/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-1242/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-1295/22,,,,,,,,,,,,,,,,FALSE,,,,,
H-1225/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1257/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-1255/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-1262/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-1256/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-1265/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1249/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-1254/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-1261/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-1264/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-1252/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-1263/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-1282/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1240/22,,,,,,,,,,,,,,,,FALSE,,,,,
H-1294/22,,,,,,,,,,,,,,,,FALSE,,,,,
H-1285/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1284/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1286/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1296/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-26669/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-28583/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-22827/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-11620/21,,,,,,,,,,,,,,,,FALSE,,,,,
K-71/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1169/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-1170/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-21714/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1120/22,,,,,,,,,,,,,,,,FALSE,,,,,
K-34/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-764/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1237/22,,,,,,,,,,,,,,,,FALSE,,,,,
H-1224/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1287/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1236/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-14694/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-11259/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-26782/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-12474/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-9273/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-11258/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-19426/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-920/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-921/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-12802/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-2560/24,,,,,,,,,,,,,,,,FALSE,,,,,
N-104/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-27260/23,,,,,,,,,,,,,,,,FALSE,,,,,
N-548/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-530/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-16026/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-14340/24,,,,,,,,,,,,,,,,FALSE,,,,,
B-2652/21,,,,,,,,,,,,,,,,FALSE,,,,,
B-2651/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-25023/19,,,,,,,,,,,,,,,,FALSE,,,,,
N-500/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-16672/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-17257/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-17258/23,,,,,,,,,,,,,,,,FALSE,,,,,
N-114/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-601/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-811/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-175/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-26496/21,,,,,,,,,,,,,,,,FALSE,,,,,
N-460/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-716/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1266/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1171/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-9784/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-1973/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-9787/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-23471/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-1507/23,,,,,,,,,,,,,,,,FALSE,,,,,
K-42/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-826/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-772/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-86/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-18613/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-13036/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-16178/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-14949/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-26325/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-1993/24,,,,,,,,,,,,,,,,FALSE,,,,,
N-550/24,,,,,,,,,,,,,,,,FALSE,,,,,
N-411/20,,,,,,,,,,,,,,,,FALSE,,,,,
B-296/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-26646/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-26794/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-25854/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-13911/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-5398/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-491/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-24292/23,,,,,,,,,,,,,,,,FALSE,,,,,
N-564/20,,,,,,,,,,,,,,,,FALSE,,,,,
B-2539/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-321/23,,,,,,,,,,,,,,,,FALSE,,,,,
N-486/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1239/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-7781/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-3728/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-404/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1010/21,,,,,,,,,,,,,,,,FALSE,,,,,
N-418/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-18177/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-306/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-8417/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-5484/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-1201/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-11661/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-813/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-734/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-755/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-747/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-16819/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-16821/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-16820/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-717/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-738/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-10837/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-950/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-26409/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-22895/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1244/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-17273/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-17274/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-17341/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-3749/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-23326/22,,,,,,,,,,,,,,,,FALSE,,,,,
B-2174/21,,,,,,,,,,,,,,,,FALSE,,,,,
B-2173/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-22972/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-22778/21,,,,,,,,,,,,,,,,FALSE,,,,,
N-614/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-881/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-782/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1172/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-9895/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-13238/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-6908/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-17951/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-14192/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-14191/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-23750/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-23920/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-24178/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-27518/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-26056/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-25690/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1283/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1002/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-26916/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-11658/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-2642/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-24615/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-26915/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-24606/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-6379/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-6378/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-861/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-333/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-281/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-291/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-292/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-293/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-294/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-295/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-296/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-297/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-298/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-299/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-300/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-301/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-302/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-282/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-303/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-304/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-305/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-306/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-307/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-308/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-309/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-310/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-311/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-312/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-313/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-283/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-314/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-315/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-317/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-318/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-319/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-320/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-322/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-323/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-284/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-324/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-326/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-327/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-328/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-329/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-330/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-331/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-332/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-285/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-286/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-334/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-335/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-336/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-337/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-338/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-340/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-341/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-287/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-288/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-289/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-290/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-859/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-848/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-866/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-839/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-840/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-835/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-888/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-844/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-871/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-862/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-854/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-846/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-850/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-864/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-852/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-841/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-842/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-860/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-855/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-849/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1011/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-865/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-851/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-857/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-837/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-891/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-889/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-847/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-892/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-869/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-872/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-858/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-838/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-856/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-853/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-843/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-867/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-868/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1012/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-836/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-890/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-981/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1073/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1072/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-979/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-978/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1068/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1066/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1070/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-980/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-977/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-873/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25403/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25721/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-23011/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-24133/23,,,,,,,,,,,,,,,,FALSE,,,,,
K-70/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-883/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1173/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-765/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-727/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-720/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-875/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-790/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1174/24,,,,,,,,,,,,,,,,FALSE,,,,,
N-406/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-766/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-220/21,,,,,,,,,,,,,,,,FALSE,,,,,
N-610/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-1984/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-6909/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-456/22,,,,,,,,,,,,,,,,FALSE,,,,,
E-37/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-580/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-3530/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-616/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-786/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1088/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-6437/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-6438/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-12367/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-8973/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-11617/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-11618/21,,,,,,,,,,,,,,,,FALSE,,,,,
N-497/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-442/22,,,,,,,,,,,,,,,,FALSE,,,,,
N-176/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-16417/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-14074/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-1509/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-1245/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-951/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1267/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1279/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1278/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1275/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-27510/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-26280/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-18644/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-20338/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-21861/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-933/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-8737/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-21967/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-12546/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-20393/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-25751/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-27278/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-28000/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-25862/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-8736/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-22143/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-11162/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-25965/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-26340/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-22144/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25959/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-17342/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-24851/24,,,,,,,,,,,,,,,,FALSE,,,,,
H-599/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-583/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-798/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-557/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-554/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-546/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-559/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-545/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-553/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-555/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-550/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-566/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-561/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-558/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-564/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-548/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-552/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-549/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-565/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-547/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-562/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-560/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-563/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-556/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-567/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-551/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1215/24,,,,,,,,,,,,,,,,FALSE,,,,,
